reviewerID,asin,reviewerName,helpful/0,helpful/1,reviewText,overall,summary,unixReviewTime,reviewTime
A3EZHMKSA8FKZJ,0002007770,Becca,1,1,Amazing book thought it was very inspiring!  Circus books are always so amazing. Some parts even made me cry. Loved it.,5,Water for elephants,1358121600,"01 14, 2013"
A131GEL1EUH1RX,0002007770,Becca,1,1,I have seen the movie before I read the book and many of my friends told me that the book is a must read! I'm glad I listened! I actually found a lot of similarities between the book and the movie which is rare nowadays. It's a good easy read but if your queasy about animal abuse this book may not be the one for you. And it contains some bloody depictions and some sexual scenes.,5,Water for Elephants,1356566400,"12 27, 2012"
A1R9CILZS355DD,0002007770,Beckie Wooster,1,1,I loved getting to know each character and could not put the book down. This is a must read for anyone.,5,Heart warming and beautifully written,1357603200,"01 8, 2013"
A2N4I3Z4GL7DKL,0002007770,Becki,0,0,"The movie's good too, but this book is amazing. It gives you great insight into what it must be like to grow old after living an extraordinary life. I'm not a huge reader, but I got through this book in just a few days.",5,Wonderful Book,1392854400,"02 20, 2014"
AQK1V33HSMAIV,0002007770,Becky Carlyle,1,1,"The more I read, the more fascinated I got. All of the intricate details Jerome picking  up the book and flipping the pages.",4,Loved it,1357171200,"01 3, 2013"
A2ORYIKE0KDHI5,0002007770,Becky D Mc,1,1,"This book is absolutely charming and endearing.  It combines romance and hatred, excitement and terror.  It's a well written story that goes back and forth from  a sometimes cranky 90-something year old man and his 23 year old self.  I highly recommend it for teens and up.",5,A delightful read!,1326672000,"01 16, 2012"
A39XSQL4WBWGNF,0002007770,"Bee Bee ""Bee""",18,24,"This book was recommended by a friend. Thankfully, our friendship remains strong despite her recommendation of the most cliched, melodramatic and predictable load of slop I have ever read.After the promise of the first few chapters, the story ( I refuse to call it a novel ) descends into ""Days of Our Lives"" worthy melodrama. I battled to not put this load of sappy froth down with every page I turned. But it was the only book I had whilst traveling. I wish I could have the hours I wasted on this book back.Too bad the author didn't focus her ""talent"" on writing for cheesy daytime soap operas... she would have been a master of the genre.",1,"Melodramatic, cliched tripe.",1225843200,"11 5, 2008"
AG3WWT470R6TZ,0002007770,Beebo,1,1,This is about a circus around in the 30's. It is a good book. You would like it too. I would recomment it.,5,Very good book,1357776000,"01 10, 2013"
A39HZA0BIE5A2Z,0002007770,Bee,1,1,"I read alot...and a book has to catch my attention right away, water for elephants did just that and kept me interested all the way thru.  Liked that the book didnt leave any loose ends.",4,Good read,1317513600,"10 2, 2011"
A3QZAEFOAGE6YL,0002007770,"beekalmer ""Beekalmer""",8,12,All I have to say is this book was poorly written and painful to read. I would never recommend it.  Why so many people thought so highly of it is beyond me.,1,Don't bother,1283904000,"09 8, 2010"
A1C0HQ79W24HI,0002007770,"B.E.Fowler ""seahag""",0,1,"I read this book in the space of a day. I found it easy to read, informative and well researched. While I enjoyed the writing, if I had known beforehand it contained animal cruelty, [even though it is fiction] I would not have purchased it.",3,fast read,1309564800,"07 2, 2011"
A31J3ULM1LFGMS,0002007770,BeJay,0,0,"This is such a delightful story. I laughed, I cryed. I loved all the characters. It really gave you a peak into the lives of circus life and the difficulties they endure as well as the relationships. Great read whether hard copy or audio. I highly recommend reading it.",5,Circus,1283040000,"08 29, 2010"
A1GFVB3F41LVFL,0002007770,Bekah,1,1,Finished reading this book a couple of weeks ago and thoroughly enjoyed it.  It was an easy read with a consistent pace throughout.  The author did a great job of letting the reader get to know both the young man and the old man at the heart of the story.  I would definitely recommend this book to others.,4,Water for Elephants -- Great read!,1297900800,"02 17, 2011"
APQ4XP5AJP1LQ,0002007770,Bell4aday,0,0,This book is fascinating.  Not only a good book but a lesson on early 20th century America.  Classically written!,5,Couldn't Put It Down!,1186358400,"08 6, 2007"
A3R496SM3QYA9F,0002007770,"Bellagioa ""bellagioa""",2,2,"I never give anything a 5 but I did here because I read this book 4 months ago, and whenever I am talking about literature with anyone I bring this novel to the front of my list.  It still has a haunting quality. It  also seems to parallel what we are going through in our economy today.  So it is very appropriate for now.Personally, I hate the circus. I dislike movies about the circus, paintings, anything.  I picked up this book reluctantly thinking I would just skim through and know that I wouldn't like it. Well, I was hooked. Gruen's writing put me right in the scene. I could just feel the environment, the smells, the grittiness, the working sweat, and just the entire ambience.I really enjoyed this read and was kind of sad when I finished it.I am now looking for another novel that provokes the same engagement and experience.  Wonderful work.",5,Provocative surprise,1224288000,"10 18, 2008"
A1Y6J5T2EOUFDZ,0002007770,bella,1,1,"This is a good book, and better than the movie (as is often the case). I did really enjoy it.",4,enjoyable,1370044800,"06 1, 2013"
A291UBOYOPZNIX,0002007770,Belle du Jour,19,26,"It took me approximately 8 hours over the course of a week to read this garbage, and in retrospect I can certainly  think of things I would rather have been doing for that 8 hours, like, say, setting my hair on fire or arm-wrestling a 400 lb orangutang.  I reckon those activities would have been more fun and fulfilling.This is a truly bad novel.  Truly bad.  The writing is amateurish, the dramatic tension poorly developed, the dialogue awful and the character development is shallow and one-dimensional.  I could not get over how stilted and poor the writing was.  Our newly orphaned hero, Jacob Jankowski, dropped out of Cornell before his final vet exam, jumped a train containing the Benzini Bros travelling circus, got taken on as the circus vet, instantly fell hopelessly in love with one of the married showgirls despite spending barely any time alone with her, took on a cookie-cutter baddie to boot (boo, hiss!) and survived to live happily ever after to a ripe old age.  So there's the plot outline, which initially showed some promise.  Pity Ms Gruen did very little with it that didn't come across as a below par submission to a Creative Writing 101 Workshop.  Probably one of the worst books I've read this decade.  Under no circumstances read this poor excuse for a novel.  The fact that so many reviewers have given it 5-stars is a mystery on par with the Bermuda Triangle. Is it collective hysteria? I just don't get it.",1,Terrible!  Truly awful.,1234224000,"02 10, 2009"
AQOAZR7UNR156,0002007770,Belle,1,1,"This book was great, a real page turner. I would recommend to a teenage age group for some language and adult like content.",5,Water for elephants,1357257600,"01 4, 2013"
A18E4RJT0G5GX8,0002007770,Ben Crossett,0,0,"A glimpse into the mysterious world of the train circus in prohibition America, combined with a gripping tale of love and adventure.",5,Great read,1394582400,"03 12, 2014"
A259CTVL7CTOH0,0002007770,Ben,0,0,This book was a pretty good read.  Couldn't put it down by the end of it.  Would def recommend this book. The movie did a horrible job telling the story!!!,5,Water for Elephants: A Novel,1369785600,"05 29, 2013"
AVNFGYGYAACNH,0002007770,benjenkeen,1,1,Very easy to read. Heart warming. Enjoyed reading it.Excellent story telling writing. Loved the flashbacks mixed in with the story.,4,Great story,1357516800,"01 7, 2013"
A1ZCOA23UK42CJ,0002007770,Benneriv,0,0,"My husband read this book and really enjoyed it, and he doesn't read very often. Now I need to read, sometime in the near future.",5,Great book,1386633600,"12 10, 2013"
A3QVI57VT1VGRO,0002007770,"bensmomma ""bensmomma""",7,9,"I can definitely see why this book gets five stars from a lot of readers -it has fascinating period detail, an involving (if fantastical) romance, and plenty of action.So to explain my only-four stars, I must confess I ""read"" the audiobook version - and I was of two minds about it.  Yes, the details about circus life were interesting, and the romance was gripping in a kind of 1930s way.  But there were a lot of things that didn't make sense to me (circuses are going broke right and left, but the star performers appear rich, wearing tuxedos and drinking champagne), and for my money the bad guys were too bad and the good guys too entirely good.  The minor characters (the little person, the hootch dancer, etc.) were more complete than the leads.It would make a heckuva film though - drama, chase scenes on the top of train cars, etc.I also confess that the audio version  may have added to my bad humor - there was one fellow playing the older narrator who was really superb, but the fellow reading the part of the young hero was whiny in the extreme (what did she see in him?.",4,Better read it than hear it....,1177977600,"05 1, 2007"
A1V9WL4OPRHVF2,0002007770,benson,0,0,"I'm sure you'll get a summary of the plot from other reviews.  I enjoyed this book and it held my interest all of the way through.  I would call it a good novel but not a great one, as there were a few little annoyances to make it fall just that bit short.  There were a few pivotal moments in the story where the motivations underpinning actions crucial to the story weren't particularly strong.  For example, the main character jumps on board the moving circus train and is helped by one the older circus hands.  This is the time of the Great Depression, everything is scarce and people are desperate to hold onto what little they have.  There are no clues as to why this person would help the main character, I would have thought the far more likely action would have been to prevent him from getting a handhold.  Other conveniences follow later - there happens to be a circus within walking distance of the nursing home where the ageing main character resides, and the manager of this circus happens to passing when the main character goes there.They are however relatively minor annoyances and overall the writing is engaging, the dialog and rendering of characters very good.  I wonder though if Sara could have held onto this for a bit longer and reworked some of the more critical points she could have produced an excellent work.",3,Highly readable but thin in places,1291766400,"12 8, 2010"
A146CB9AKDUIJC,0002007770,"Bentley S. Davis ""philgirl2""",3,4,"This is a well-written, cute story.  I certainly achieved the `suspension of disbelief' that one looks for in a summer novel.  I empathized with the main character, and could picture him and the others.  I feel like I know Jacob Jankowski - both the younger version in shock from losing his parents, and the older version who hates being treated like an ""invalid"".  Unlike some reviewers, I am not old enough to remember the circus coming to town on the train and with a parade.  In fact, the circus experience from my childhood was in a large concert venue.  Nevertheless, Gruen allows me to imagine the big top in all of its grimy glory and picture all of the alcohol loving workers and performers smuggling their drinks on the train.  What a nice escape.",4,I ran away to join the circus for a few hours....,1154044800,"07 28, 2006"
AC4INMWMOAWD4,0002007770,"Bert ""bert""",1,1,Great read. Can hardly put down. Hope I can sleep tonight. Sure the movie will nog do it justice. Thanks for the entertainment.,5,Intriging,1356566400,"12 27, 2012"
A3F9TASK6MKD5F,0002007770,Bert Dozark,1,1,This was a fascinating story of interesting times gone by. I couldn't put it down. I loved the way the old man went back to recall the events of his young years. The circus story was so believable.,5,Circus,1381968000,"10 17, 2013"
A3MD54SLCF1HMM,0002007770,"Beth A. Matteson ""mattie""",2,2,Im in the military stationed overseas..It was really hard having such a long distance relationship with my boyfriend.. we tried to find things for both of us to share..we both like reading.  I had found this book and we both bought it..reading it together and talking about it over the phone was so much fun.  This is such an amazing story.  I recommend this book to anyone!! 5 stars!,5,"Wonderful read, book has sentimental value also!",1227052800,"11 19, 2008"
A1E6VX4RE9RA1Q,0002007770,Beth A McCawley,1,1,"Water for Elephants was a fabulous book.  I could not put it down.  The photos of Circus life back in the 30's added to the experience.  You won't be disappointed with this book as it contained lots of action, great characters, and a wonderful love story between a young man and woman and their love of the circus animals.Water for Elephants: A Novel",5,Water for Elephants,1340841600,"06 28, 2012"
A2PHBOYIJ2FH75,0002007770,Beth Anderson,1,1,I read this book from the library before it was made into a movie... I fell in love with it and that is why I purchased this book for my Kindle..... Great book!!,5,Love this book,1360972800,"02 16, 2013"
A1QY3JS13B8PUV,0002007770,Beth Ann,0,0,I was pleasantly surprised by this book. I couldn't put it down! It has been awhile since I have found a book that I could say that about. The writing is so descriptive it really makes you feel like you are in the story. What a treat!!!,5,What a Great Book!!,1296864000,"02 5, 2011"
A2Z23460QM0WNI,0002007770,"Bethany A. ""badgrl352000""",3,4,"I am so very glad that my mom insisted I read this book.  I typically shy away from stories about the elderly because it is a topic that affects me very deeply and can really be painful to read.  But after I helped care for my 92 year-old grandmother in the week before her death, my mom told me I had to read this and that I'd love it.  She wasn't wrong.The story gripped me immediately with the scene in the menagerie tent.  But I have to say that what I loved the most about this novel was the narrator, Jacob Jankowski.  I fell hard and fast for him from the very first page.  because of this, I purposely read this book slowly so that I wouldn't have to say goodbye to Jacob.  Ms. Gruen did an amazing job not only portraying the life of this man and the interesting friends and enemies he makes while being the vet for a travelling circus, but showing that the elderly have amazing stories to tell.  It showed how dignity is in danger of being lost when elderly people are treated like children once they are of a certain age, but also how so many simple things can bring that dignity back.This book was so wonderful and I found the ending to be uplifting and appropriate and extremely well done.  I wouldn't have accepted any less for this wonderful, amazing character.",5,What  an Amazing Read!!,1188432000,"08 30, 2007"
A3JATHJEM0IYWH,0002007770,Bethany Flint,0,0,"I kept reading because I was hoping it would get better and redeem itself in the end, but it never did.  Rawness and grit do not substitute for depth.  I appreciated the accurate perspective of an elderly person.",2,Don't waste your time,1374883200,"07 27, 2013"
AB5PMBOITF4RA,0002007770,"BethBV ""Triplet Stoker""",0,0,"This author has captured the essence of what it must feel like to be an old man who is still sharp-as-a-tack and remembers, with vivid detail, a few short months of his long life.  This book is written with clear attention to detail and descriptions of what life very well may have been like with a train circus during Prohibition and the Great Depression.  In addition to the day-to-day goings on there is the added element of several plot lines of a personal nature with feelings of love, loss, joy and sorrow.  Each character is seen from Jacob's point of view and drawn so clearly that you feel you know them personally. I want Jacob to be my friend and so will you!Definitely a book I will be recommending to most everyone!  I only wish there had not been the need for a few relatively explicit scenes as those few make this book unsuitable for my 11-year-old.  She is a voracious reader and wants to be a writer.  She could learn a thing or two about research and character development from this excellent and enjoyable book!",5,I'm in love with Jacob!,1294963200,"01 14, 2011"
A1B7TPTFDWK4CF,0002007770,Beth C Marcsisak,1,1,"This book was hard to put down.  I was sad for the old man living in the nursing home, but I loved him remembering his life.",5,Truly a great story!,1373241600,"07 8, 2013"
A2R8Y1XKQ1L9GF,0002007770,Beth Cumings,1,1,Water for elephants takes you into a world that most of us know little about.  The world of the traveling circus.  It also gave me an insight of how people feel when they grow older.I loved this book and had a difficult time putting it down.,5,Takes the reader back in time,1378944000,"09 12, 2013"
A2W6OEX9DNILEQ,0002007770,"Beth E. Etling ""The ONLY things in life you r...",3,4,"What a fantastic journey into a world that can be so cruel and beautiful.  Sara has done an increadible job of bringing forward a story behind all the history without preaching and teaching.  Her character development is sensational and you really feel for each character.  I found myself not able to put the book down, so much so, that I've read it twice. I'm looking forward to her next novel.",5,What a fantastic journey!,1169510400,"01 23, 2007"
A5H86XYSS0OU6,0002007770,Beth E. Settje,1,1,"I won't elaborate on the plot as others have taken care of that. Listening to this story is tremendous, as it easily allows for the two voices of Jacob Jenkowski to be clearly heard and distinguished from one another. This book is a love story, a history lesson, a peek into different elements of humanity that have way too much realism. There were times I wanted to skip ahead because I didn't want to hear the unpleasantness taking place in the story. But of course I didn't. Because one has to endure some bad to appreciate the good. The love story is much more too, than a man and a woman - it involves the circus animals and how they instinctively know who is good and who is not. The history lesson reminds us of a lifetime ago, which really isn't so very far away - less than one hundred years, and helps us appreciate how far we have come. The peek into a reality far removed from a life I live reminds me not to take any part of my current life for granted. This is a very rich novel and one that will stick with the reader long after the last page is turned.",4,Great depth,1217721600,"08 3, 2008"
A1F3KL8WR9FR27,0002007770,beth fuchs,0,0,gives the reader a first hand look how the circus was rail transported around the country and the lives of all the performers and rostabouts and how they kept the circus on the move.,5,First hand knowledge of early circus works.,1394841600,"03 15, 2014"
A1FYIGDG3PMW4E,0002007770,"Beth G. ""Beth G.""",2,2,"I recommended this book for my bookclub and everyone thoroughly enjoyed it.  We rate our books, and this one got a 9 out of 10!!  It was a great read and discussion piece.  Thank you Sara Gruen for writing so well.  Beth G.",5,Water For Elephants,1168300800,"01 9, 2007"
AHPRFGUB0RIXJ,0002007770,"Beth Hedrick ""Beth""",0,0,"Loved this book.  Having a mother who is the same age as the the main character, it was funny to hear how he tried to adjust to being 93!!  never thought I would like a book about the circus life, but it was fantastic.",5,Great Read,1287446400,"10 19, 2010"
A51WYNLDWEPX,0002007770,Beth,0,0,"I am going to be a bad person right now and say that I do not understand the big hype for this book. I liked it, it was interesting, and I think that carnivals during the Depression are a popular theme in some recent entertainment (Carnivale, The Night Circus), and I can see why.  This book is entertaining but it is not particularly deep or special.  I listened to some of it on audio and that absolutely added to the story.",4,the audio version was more resonant,1386460800,"12 8, 2013"
A1G95D9CB8QOZF,0002007770,Beth,1,1,"I absolutely loved this book! I myself work with the elderly and can totally see and understand the thoughts and actions behind the main character!! I normally do not like to flip flop from past to present but sara made this so easy to do with this book! I thought it was wonderful! I found myself laughing out loud in many parts of the book but the two parts I found to be the most funny was when Jacob fought with the guy at the dinner table and also with rosie killing August (call me morbid but I thought that was funny)! This book was one that I have bragged about to anyone who will listen! I am now downloading to my Kindle ""Riding Lessons"" by Sara and am hoping to once again be wowed! I am also contemplating downloading ""Ape House"" as well! Thanks for this great read!",5,What an awesome book!!!,1309046400,"06 26, 2011"
A3NXA54QGY8AB6,0002007770,Beth,1,1,Very good storyline and book.  I would recommend this book to  everybody. Nice job on a great book. Thank you,5,Book,1356739200,"12 29, 2012"
AUUOMZKPO3JFU,0002007770,Beth,1,2,This was a very good book!  I couldn't put it down.  Highly recommended!,5,Great book!,1214438400,"06 26, 2008"
A1G6C0UYOVZU8T,0002007770,Beth Lounsbury,1,2,Loved this book. an easy read and plenty of real human emotions. This was a much better book than I thought it would be.,5,amazing book,1380672000,"10 2, 2013"
A3IUGMMAN3CYTQ,0002007770,Beth P.,10,13,"I only gave this book 3 stars because it wasn't bad, it just really wasn't that good.  It's a good book for preteens or high schoolers.  The ending was rushed and it appeared to me that the author just wanted to finish the book and get over with it.It just needed something more about elephants, I guess.",3,Bored,1179446400,"05 18, 2007"
A2PTR9MQUWTUEM,0002007770,"Beth Williamson ""Queen of the Book Worms""",2,3,I will be reviewing this book for our women's book club. It was a joy to read a realistic book with such a sense of humor built in. The young narrator grows and matures and skillfully helps other people and animals as well. The ending is a surprise and another delight in a most charming read!,5,I love the circus!,1202428800,"02 8, 2008"
A365975L6B1HI4,0002007770,Betron,11,15,"I'm grateful that I took the time to read the reviews for this book.  I was set to buy it - based on others' recommendations and the five-star rating - and I was curious to see what the 74 ""one-star reviews"" had to say.  At first, it seemed as though these bad reviews were just people complaining; I've seen people complain about something popular just to come off as being more sophisticated and cultured than the masses.  As I continued to read the reviews, several issues kept repeating: poorly developed, stock characters, unconvincing dialogue, and the trite and inappropriately-contemporary narrative taking into consideration the period of the story, etc.  Not to mention most of the reviews relating disgust at the gratuitous and awkwardly-written sex scenes.  They also all seem to lament over the thin, predictable plot.  The criticism went on and on.  Not much mincing of words here.  I took one reviewer's advice and searched through the book on Amazon's hard-copy sampler to get a feel for the story...Granted, I only read several pages of the book as I bounced around the sampler - but that's all it took for me to discover the same poor writing described in all of the one-star reviews.  The writing I sampled in Water for Elephants was, in all honesty, no more sophisticated than a middle-school reading level, which was genuinely surprising.  I instantly recognized the complaints listed above, and felt disappointed.  I do believe that the astounding success of this book, unfortunately, speaks volumes of its audience, the average American reader.  That so many give it such high literary praise beyond what it seemingly is - a marginally entertaining ""beach read"" - demonstrates, to me, how comfortable we've become with mediocrity.  I'm writing this review to join the ranks of those who guard their ""five-star reviews"" more closely.  Thank you, one-star reviewers, for saving me from assured disappointment.",1,Mediocre Read,1294617600,"01 10, 2011"
A2DQ6RK1NJFKO8,0002007770,Betsy,3,3,"Okay, so the title might be a stretch, but I really enjoyed Water for Elephants. Gruen takes the reader into the gritty, yet exciting circus life through the eyes of Jacob Jankowski.  The reader actually experiences the events of the book from two perspectives: Jacob as an elderly man and Jacob as a young man who accidentally joins the circus as veterinarian during the Great Depression.  The reader is constantly exposed to a multitude of emotions such as grief, depression, love, passion, and anger.  Jacob's interactions with those on the Benzini Brothers' Most Spectacular Show on Earth, whether they be human or not, shape his life after it appears his whole world has come crashing down on him.This book was a true page-turner. The well-developed characters and their relationships kept my attention throughout the book and always left me wanting to read more. I would suggest this book to any reader, especially those with an interest in this historic, yet little-known subject.",5,The Most Spectacular Book on Earth!,1225929600,"11 6, 2008"
A2CV8GA85UVYB3,0002007770,Betsy Roose,1,1,Couldn't put it down! Charming. Loved the depiction of Jacob as he was older.  Can't wait to share this with others.,5,Amazing,1357948800,"01 12, 2013"
A32D3B00ZKT108,0002007770,Bette Bieritz,2,3,"This was an excellent book, and revealed the helplessness of people during the depression years when there were no jobs and they had to accept terrible working conditions and cruel employers.",4,Water for Elephants,1200182400,"01 13, 2008"
A2PH33CNTK1X6U,0002007770,BettyBoop,0,0,I really loved this book. I saw the movie before the book but it was one that once I saw the movie had to read the book.,5,Great,1399334400,"05 6, 2014"
A83CH23F57MIA,0002007770,Betty Garcia,1,1,A classic read always an  enjoyable read! It's emotional and magically written! Read it twice already would read it again and again!,5,Classic,1375747200,"08 6, 2013"
A36HCHCI3BUUPH,0002007770,Betty Grissett,1,1,"I truly enjoyed this book.  I loved Jacob as an older man,remembering his youth.  It was very well written and kept my interest from beginning to the end.  I also enjoyed the notes at the end, detailing her research experiences.  I love ELEPHANTS and enjoyed the authors characterzation of Rosie.  The people all had very interesting and different personalities.",5,Water for ELEPHANTS.,1357776000,"01 10, 2013"
A39WJ2K07Z51S6,0002007770,Betty,0,0,"A well written story that is hard to put down. A story of a depression era circus, a man, a woman and an elephant. This book has everything: comedy, tragedy, excitement and more than one love story. A definite must read.",5,A magic story,1384128000,"11 11, 2013"
AGFCB1JTEWGNB,0002007770,Betty Schmidt,1,1,I haven't had time to start the book as I am into another one I purchased from you.  But from all accounts that I have heard about the book am looking forward to reading it.  Thanks,4,Water for Elephants.,1376611200,"08 16, 2013"
A22KST6UMGD2JB,0002007770,Betty Stoll,1,1,Wasn't sure what to expect when this was recommended to me. Captivating story! I didn't want to put it down! Everyone should read this book.,5,Great book!,1358294400,"01 16, 2013"
A1YM1XJ8S55B1R,0002007770,Beverlee Salmon,1,1,"I loved every minute of this book, and purchased a copy for my Mom who is 92.  She remembered the circus coming to her small town when she was a child and the excitment it caused. I loved the way the author told the story from present day to back in time.  Page turner for me.",5,Water for Elephants,1347494400,"09 13, 2012"
A2PWUIQG57O1AZ,0002007770,Beverley Strong,4,4,"Jacob Jankowski is about to take his final veterinary exams at Cornell University when his parents are killed in a road accident. He then discovers that his father has been working as a vet, free of charge, during these early depression years, leaving Jacob penniless and unable to afford to stay at school to finish his exams. He hops a circus train which is going through the town and is hired as the show's vet, virtually unpaid by the avaricious circus owner, and sleeping in a train carriage with horses and the circus ""little person"". The cast of circus characters, both performers and roustabouts, as the workers are called, provides an interesting back drop to a story of love, manic hatred and cruelty, especially on the part of one of the trainers who has charge of an elephant named Rosie. The story progresses right through Jacob's life until his nineties when, with his frail body but intact memory, he relives his colourful past. It's an entertaining read and the story, the details of which have been thoroughly authenticated by the author, makes a change from anything I've read previously.",4,Circus life,1182124800,"06 18, 2007"
AG6NGDIJKFVDX,0002007770,Beverly A Gettling,1,4,Did not like the book.  I especially didn't like the fact that no one could stop the elephant abuse and didn't like the sex in it.  Pretty crude.  Too bad they had to add the graffic sex.  It wasn't necessary to the story!,2,fairly good story,1286582400,"10 9, 2010"
A15DR3N4TW1X60,0002007770,Beverly Angelo,2,3,I did not like the language or the story. I have not finished the the book and have no interest in doing so,1,Not finished,1363305600,"03 15, 2013"
AQI9OXUWRHP7L,0002007770,Beverly A. Sykes,0,0,"Jacob Jankowsky is 90...or 93.  He can never remember.  As the book begins, he is a ""resident"" in an assisted living facility, so I related to it right off, having just spent 2 days with my mother-in-law at an assisted living facility.  As Jacob begins to look backward, we discover that he was ""orphaned"" as he was getting ready to take his exams for his veterinary license and join his father's practice.  When his parents are killed in an auto accident, he is left with no money and, through an accidental twist of fate, he joins a circus, where he becomes the resident veterinarian.  Over the next four months he learns the good and the bad about circus life, falls in love, discovers the secret of the newly acquired ""stupid"" elephant, and witnesses the one of the worst circus disasters in history.Gruen is a wonderful writer, with a rich use of language which paints vivid pictures of a world most of us have never experienced.  This is a riveting story with a couple of surprising twists at the end that I didn't see coming.I highly recommend this book.",5,Great read,1204070400,"02 27, 2008"
A25YU8HJYXSBFD,0002007770,Beverly,1,1,"I found this held my interest .  It was written well, explaining a different time and way of life. I loved the parts that explained about how intelligent elephants are.",4,Interesting,1368489600,"05 14, 2013"
A2JAVO9UHMNZ1A,0002007770,Beverly Reynolds,2,4,"Gruen not only tells a good story about the early circus trains, but she also uses her research to add credibility.  Her sophisticated style and vocabulary make for pleasurable reading.",4,Finally a Good Novel,1168819200,"01 15, 2007"
A387ZC5G11QBBO,0002007770,Beverly Sacre,1,1,"I loved this story.  The historically hard facts of the depression era, lovely written. As an animal lover and a nurse it ran true.  I can not wait to read Ridingesso s",5,Water for Elephants,1362700800,"03 8, 2013"
A3P9FKB7V471EF,0002007770,Bevo,1,1,"I don't know why, but when I read a little ""blip"" somewhere about this book, something told me I would really enjoy it. I mostly read psychological thrillers and this book was so different from anything I have ever read, but I felt as if I was actually transported to the time and place of this unusual, interesting read. My 90 year old Mom read it, too, and also loved it.  It's warm, endearing and so well written.",4,DIFFERENT AND FASCINATING,1213401600,"06 14, 2008"
A1U554UZF2PS93,0002007770,"Bevo warrior ""Hook'em""",0,0,"The novel is sure a pleasant surprise. First, I like how the author interlaces the novel between the perspective of the older and younger antagonists. Mr Jankowski is animated and adorable. I felt like I could really take a glimpse inside an old person's mild. He is a young guy trapped in an old man's body. Jacob is young and innocent, but not as memorable as his older self. The adventure he had is almost like Tom Sawyer and Huck Finn. Sure, there were times I was confused. It doesn't seem so believable to have a college graduate jumping from one railcar to another, and the sex scene is unnecessarily. (I guess female readers demand certain rewards with reading romance novels.) {Spoiler Alert} I still don't understand why Uncle Al needs August for the circus. It seems like Uncle Al could have just replaced August with Jacob and the novel will shortened by half.I wish Ms Gruen all the best and am looking forward to her coming books.",5,A young mind trapped in an old man's body.,1385510400,"11 27, 2013"
A1GB03BOMYOVT5,0002007770,Bex,2,5,"""Water for Elephants"" is a good read.  The writer confesses to being thrilled to be writing something besides technical documents, and this gives rise to minor annoyances, some as trivial as the overuse of ""stare"".The contrast of mores of the Depression Era to modern day is arrestingly authentic.  Using 1930's circus lingo is misleading (a ""bull"" elephant named Rosie).The symbolism that is not overtly contrived (the big circus in the sky) is captivating, but there is an the almost desperate struggle to parallel the narrator with the biblical story of Jacob.",4,A gritty stare backwards,1189900800,"09 16, 2007"
A2MKVBFSN8O5XY,0002007770,"B. Gary ""Just Stand 001""",1,1,"I was interested when I first started the book.  Having never done any research on a traveling circus before, this book served well for me.  The lives and character traits are extremely round in every character in this book.  Gruen takes you on a trip of a lifetime and lets you leave the book at the end satisfied and with a smile on.  While I'm still in my teens, this book was so worth the read.  Would recommend to anyone.Downs- There is quite a bit of sex and mature themes that arrive throughout the book.  Past this the book is excellent.",5,"Simple, Interesting, and well worth the read!!",1198454400,"12 24, 2007"
A158FAA5C4ETLG,0002007770,bgfaulkner,1,1,This was a very good read. I've seen the movie so I knew pretty much what to expect. But the movie is nothing compared to the book.,4,Very good,1351987200,"11 4, 2012"
A174W6QKWKIGEV,0002007770,bgks372,1,2,"Good book. I liked the movie, but  I loved the book...Slow read but a good read. It had much more information",5,Water for Elephants,1359849600,"02 3, 2013"
AQMGEBMH7TSH0,0002007770,"B. Hannigan ""januaryb""",1,1,"I thought this book was very good, it was on of my favorite books I have read so far this year.",4,Enjoyable Read,1196899200,"12 6, 2007"
AK536TCZST9B,0002007770,"bhr ""birdwoman""",0,0,"This is the story of Jacob J from two points of view - Jacob the old man, in the ""assisted living"" facility and Jacob the young man, newly orphaned, trying to make his way in the world.Jacob the elder is a grumpy old curmudgeon. And, as you read the book, from his POV, you understand why. His body has failed him, his mind isn't as sharp as it was, and his keepers treat him like a child. He is unbelievably frustrated. But he has a family that visits him regularly, and he has something to look forward to. The circus has come to town.Seeing the circus has taken him back to his youth, during the depression, when he ran away from life and joined the circus. The chapters that take place during this point in time are riveting, capturing the essence of what we could never experience.There's mystery, romance, and some really great characters. And, I think the author does a good job of capturing the essence of this proud male character. Great read.",5,the life of Jacob,1183248000,"07 1, 2007"
A2ENURZFNXQYFN,0002007770,Bianca,1,1,"I loved this book and could not put it down. I would recommend it to someone who enjoys a deeper meaning in a book. I also enjoyed how the author incorporated a love story without making it a ""romance novel."" All in all it was a great read!",5,Water for Elephants,1351123200,"10 25, 2012"
A4FS5EH5O4X39,0002007770,Bianca M.,1,1,This book was different from the other books I've been reading lately and I really enjoyed it! It was an easy read and had a good storyline. I would say this book doesn't target a gender in particular because there's something in it for everyone. Enjoy!,5,Great story!,1354579200,"12 4, 2012"
